"id","dname","hint","img","qual","cost","notes","attrib","manacost","cooldown","lore","components","created","charges"
242,"Crimson Guard","Passive: Damage Block  Grants a 60% chance to block 75 damage from incoming attacks on melee heroes, and 50 damage on ranged.","/apps/dota2/images/dota_react/items/crimson_guard.png?t=1593393829403","epic",3725,"Multiple sources of damage block do not stack.","[{'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '250'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '12'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '8'}, {'key': 'block_damage_melee', 'header': 'BLOCK DAMAGE MELEE:', 'value': '75'}, {'key': 'block_damage_ranged', 'header': 'BLOCK DAMAGE RANGED:', 'value': '50'}, {'key': 'block_chance', 'header': 'BLOCK CHANCE:', 'value': '60'}, {'key': 'duration', 'header': 'DURATION:', 'value': '8'}, {'key': 'bonus_aoe_radius', 'header': 'BONUS AOE RADIUS:', 'value': '1200'}, {'key': 'block_damage_active', 'header': 'BLOCK DAMAGE ACTIVE:', 'value': '70'}, {'key': 'block_chance_active', 'header': 'BLOCK CHANCE ACTIVE:', 'value': '100'}, {'key': 'tooltip_reapply_time', 'header': 'TOOLTIP REAPPLY TIME:', 'value': '35'}, {'key': 'strength_pct', 'header': 'STRENGTH PCT:', 'value': '50'}]",75,35,"A cuirass originally built to protect against the dreaded Year Beast.","['vanguard', 'helm_of_iron_will']",True,False
242,"Crimson Guard","Active: Guard For 8 seconds, grant nearby allied heroes and buildings a 100% chance to block damage equal to 70 plus 50% of the casters Strength value from each incoming attack.
Units may only be affected by Guard once every 35 seconds.

Radius: 1200","/apps/dota2/images/dota_react/items/crimson_guard.png?t=1593393829403","epic",3725,"Multiple sources of damage block do not stack.","[{'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '250'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '12'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '8'}, {'key': 'block_damage_melee', 'header': 'BLOCK DAMAGE MELEE:', 'value': '75'}, {'key': 'block_damage_ranged', 'header': 'BLOCK DAMAGE RANGED:', 'value': '50'}, {'key': 'block_chance', 'header': 'BLOCK CHANCE:', 'value': '60'}, {'key': 'duration', 'header': 'DURATION:', 'value': '8'}, {'key': 'bonus_aoe_radius', 'header': 'BONUS AOE RADIUS:', 'value': '1200'}, {'key': 'block_damage_active', 'header': 'BLOCK DAMAGE ACTIVE:', 'value': '70'}, {'key': 'block_chance_active', 'header': 'BLOCK CHANCE ACTIVE:', 'value': '100'}, {'key': 'tooltip_reapply_time', 'header': 'TOOLTIP REAPPLY TIME:', 'value': '35'}, {'key': 'strength_pct', 'header': 'STRENGTH PCT:', 'value': '50'}]",75,35,"A cuirass originally built to protect against the dreaded Year Beast.","['vanguard', 'helm_of_iron_will']",True,False
244,"Wind Lace","Bonuses from multiple Wind Laces do not stack.","/apps/dota2/images/dota_react/items/wind_lace.png?t=1593393829403","component",250,"","[{'key': 'movement_speed', 'header': 'MOVEMENT SPEED:', 'value': '20'}]",0,0,"Hasten to battle on wind-touched heels.","None",False,False
247,"Moon Shard","Passive: Shade Sight Grants bonus night vision.","/apps/dota2/images/dota_react/items/moon_shard.png?t=1593393829403","consumable",4000,"","[{'key': 'bonus_attack_speed', 'header': 'BONUS ATTACK SPEED:', 'value': '140'}, {'key': 'bonus_night_vision', 'header': 'BONUS NIGHT VISION:', 'value': '400'}, {'key': 'consumed_bonus', 'header': 'CONSUMED BONUS:', 'value': '60'}, {'key': 'consumed_bonus_night_vision', 'header': 'CONSUMED BONUS NIGHT VISION:', 'value': '200'}]",0,0,"Said to be a tear from the lunar goddess Selemene.","['hyperstone', 'hyperstone']",True,False
247,"Moon Shard","Use: Consume Consume the Moon Shard to permanently gain 60 attack speed and 200 bonus night vision. Max 1 use.","/apps/dota2/images/dota_react/items/moon_shard.png?t=1593393829403","consumable",4000,"","[{'key': 'bonus_attack_speed', 'header': 'BONUS ATTACK SPEED:', 'value': '140'}, {'key': 'bonus_night_vision', 'header': 'BONUS NIGHT VISION:', 'value': '400'}, {'key': 'consumed_bonus', 'header': 'CONSUMED BONUS:', 'value': '60'}, {'key': 'consumed_bonus_night_vision', 'header': 'CONSUMED BONUS NIGHT VISION:', 'value': '200'}]",0,0,"Said to be a tear from the lunar goddess Selemene.","['hyperstone', 'hyperstone']",True,False
249,"Silver Edge","Active: Shadow Walk Makes you invisible for 14 seconds, or until you attack or cast a spell. While invisible, you move 25% faster and can move through units.  

Attacking to end the invisibility will deal 300 bonus physical damage and disable their passive abilities for 5 seconds.","/apps/dota2/images/dota_react/items/silver_edge.png?t=1593393829403","epic",5450,"","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '60'}, {'key': 'bonus_attack_speed', 'header': 'BONUS ATTACK SPEED:', 'value': '35'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '0'}, {'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '0'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '0'}, {'key': 'windwalk_duration', 'header': 'WINDWALK DURATION:', 'value': '14.0'}, {'key': 'windwalk_movement_speed', 'header': 'WINDWALK MOVEMENT SPEED:', 'value': '25'}, {'key': 'windwalk_fade_time', 'header': 'WINDWALK FADE TIME:', 'value': '0.3'}, {'key': 'windwalk_bonus_damage', 'header': 'WINDWALK BONUS DAMAGE:', 'value': '300'}, {'key': 'backstab_duration', 'header': 'BACKSTAB DURATION:', 'value': '5'}, {'key': 'visibility_radius', 'header': 'VISIBILITY RADIUS:', 'value': '1025'}]",75,20,"Once used to slay an unjust king, only to have the kingdom erupt into civil war in the aftermath.","['invis_sword', 'demon_edge']",True,False
250,"Bloodthorn","Passive: Pierce Grants each attack a 40% chance to pierce through evasion and deal 60 bonus magical damage.","/apps/dota2/images/dota_react/items/bloodthorn.png?t=1593393829403","epic",6825,"","[{'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '15'}, {'key': 'bonus_attack_speed', 'header': 'BONUS ATTACK SPEED:', 'value': '100'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '3.5'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '6.5'}, {'key': 'silence_duration', 'header': 'SILENCE DURATION:', 'value': '5'}, {'key': 'silence_damage_percent', 'header': 'SILENCE DAMAGE PERCENT:', 'value': '60'}, {'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '10'}, {'key': 'duration', 'header': 'DURATION:', 'value': '6'}, {'key': 'spell_amp_debuff', 'header': 'SPELL AMP DEBUFF:', 'value': '35'}, {'key': 'proc_damage', 'header': 'PROC DAMAGE:', 'value': '60'}, {'key': 'proc_chance', 'header': 'PROC CHANCE:', 'value': '40'}]",100,15,"A reviled blade that bites deeper with each wriggle of its victim's final throes.","['orchid', 'javelin', 'hyperstone']",True,False
250,"Bloodthorn","Active: Soul Rend Silences a target for 5 seconds. At the end of the silence, an additional 60% of all damage taken during the silence will be dealt to the target as magical damage.

All attacks on the silenced target will deal 60 extra damage and have True Strike.

Range: 900","/apps/dota2/images/dota_react/items/bloodthorn.png?t=1593393829403","epic",6825,"","[{'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '15'}, {'key': 'bonus_attack_speed', 'header': 'BONUS ATTACK SPEED:', 'value': '100'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '3.5'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '6.5'}, {'key': 'silence_duration', 'header': 'SILENCE DURATION:', 'value': '5'}, {'key': 'silence_damage_percent', 'header': 'SILENCE DAMAGE PERCENT:', 'value': '60'}, {'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '10'}, {'key': 'duration', 'header': 'DURATION:', 'value': '6'}, {'key': 'spell_amp_debuff', 'header': 'SPELL AMP DEBUFF:', 'value': '35'}, {'key': 'proc_damage', 'header': 'PROC DAMAGE:', 'value': '60'}, {'key': 'proc_chance', 'header': 'PROC CHANCE:', 'value': '40'}]",100,15,"A reviled blade that bites deeper with each wriggle of its victim's final throes.","['orchid', 'javelin', 'hyperstone']",True,False
252,"Echo Sabre","Passive: Echo Strike Causes melee attacks to attack twice in quick succession. The double attacks apply a 100% movement slow for 0.8 seconds on each strike.","/apps/dota2/images/dota_react/items/echo_sabre.png?t=1593393829403","artifact",2700,"","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '20'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '15'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '1.75'}, {'key': 'movement_slow', 'header': 'MOVEMENT SLOW:', 'value': '100'}, {'key': 'slow_duration', 'header': 'SLOW DURATION:', 'value': '0.8'}]",0,5,"A deceptively swift blade imbued with resonant magic.","['ogre_axe', 'broadsword', 'void_stone']",True,False
254,"Glimmer Cape","Active: Glimmer After a 0.5 second delay, grants invisibility, 40 movement speed and a magic damage barrier that absorbs up to 300 damage to you or a target allied unit for 5 seconds. 

Range: 600

Can be cast while channeling.","/apps/dota2/images/dota_react/items/glimmer_cape.png?t=1593393829403","rare",2150,"","[{'key': 'initial_fade_delay', 'header': 'INITIAL FADE DELAY:', 'value': '0.5'}, {'key': 'secondary_fade_delay', 'header': 'SECONDARY FADE DELAY:', 'value': '0.5'}, {'key': 'active_movement_speed', 'header': 'ACTIVE MOVEMENT SPEED:', 'value': '40'}, {'key': 'duration', 'header': 'DURATION:', 'value': '5'}, {'key': 'bonus_magical_armor', 'header': 'BONUS MAGICAL ARMOR:', 'value': '25'}, {'key': 'barrier_block', 'header': 'BARRIER BLOCK:', 'value': '300'}]",90,14,"The stolen cape of a master illusionist.","['shadow_amulet', 'cloak']",True,False
256,"Aeon Disk","Passive: Combo Breaker When you take damage and your health falls below 70%, a strong dispel is applied and you gain a 2.5 second buff that provides +75% Status Resistance and causes all damage you deal and are dealt to be reduced to zero. Only triggers on player based damage. Cooldown increases every time it triggers.Dispel Type: Strong Dispel ","/apps/dota2/images/dota_react/items/aeon_disk.png?t=1593393829403","epic",3000,"","[{'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '250'}, {'key': 'bonus_mana', 'header': 'BONUS MANA:', 'value': '300'}, {'key': 'health_threshold_pct', 'header': 'HEALTH THRESHOLD PCT:', 'value': '70'}, {'key': 'status_resistance', 'header': 'STATUS RESISTANCE:', 'value': '75'}, {'key': 'buff_duration', 'header': 'BUFF DURATION:', 'value': '2.5'}, {'key': 'max_level', 'header': 'MAX LEVEL:', 'value': '4'}, {'key': 'cooldown_duration', 'header': 'COOLDOWN DURATION:', 'value': '105.0 / 125.0 / 145.0 / 165.0'}]",0,105,"","['vitality_booster', 'energy_booster']",True,False
257,"Tome of Knowledge","Use: Enlighten Grants you 700 experience plus 135 per tome consumed by your team after the first two.

","/apps/dota2/images/dota_react/items/tome_of_knowledge.png?t=1593393829403","consumable",75,"","[{'key': 'xp_bonus', 'header': 'XP BONUS:', 'value': '700'}, {'key': 'xp_per_use', 'header': 'XP PER USE:', 'value': '135'}]",0,0,"That which raises beast to man and man to god.","None",False,1
260,"Refresher Shard","Use: Reset Cooldowns Resets the cooldowns of all your items and abilities. Shares a cooldown with Refresher Orb. This item's cooldown only progresses in your hero's main inventory.","/apps/dota2/images/dota_react/items/refresher_shard.png?t=1593393829403","consumable",1000,"Refresher Shard is shareable.","[{'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '12'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '6.0'}, {'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '20'}]",200,180,"","None",False,1
263,"Hurricane Pike","Active: Hurricane Thrust Pushes you and target enemy 450 units away from each other, and for 6 seconds, allows you to make 5 attacks against the target without range restrictions and with +100 attack speed.

Can be cast on self or allies to push the target 600 units in the direction it is facing.
Enemy Range: 450","/apps/dota2/images/dota_react/items/hurricane_pike.png?t=1593393829403","epic",4450,"Self-cast will use Hurricane Pike on yourself.
Hurricane Pike doesn't interrupt the target's actions.
Will not work on a unit inside Chronosphere, Duel, or Black Hole.","[{'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '15'}, {'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '200'}, {'key': 'bonus_agility', 'header': 'BONUS AGILITY:', 'value': '20'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '15'}, {'key': 'base_attack_range', 'header': 'BASE ATTACK RANGE:', 'value': '150'}, {'key': 'push_length', 'header': 'PUSH LENGTH:', 'value': '600'}, {'key': 'enemy_length', 'header': 'ENEMY LENGTH:', 'value': '450'}, {'key': 'range_duration', 'header': 'RANGE DURATION:', 'value': '6'}, {'key': 'cast_range_enemy', 'header': 'CAST RANGE ENEMY:', 'value': '450'}, {'key': 'max_attacks', 'header': 'MAX ATTACKS:', 'value': '5'}, {'key': 'bonus_attack_speed', 'header': 'BONUS ATTACK SPEED:', 'value': '100'}, {'key': 'push_time', 'header': 'PUSH TIME:', 'value': '0.5'}, {'key': 'dizzy_duration', 'header': 'DIZZY DURATION:', 'value': '0'}, {'key': 'dizzy_distance_pct', 'header': 'DIZZY DISTANCE PCT:', 'value': '0'}]",150,19,"A legendary pike once held as royal sigil of the ancient wyvern riders.","['force_staff', 'dragon_lance']",True,False
263,"Hurricane Pike","Passive:  Dragon's Reach  Increases attack range of ranged heroes.","/apps/dota2/images/dota_react/items/hurricane_pike.png?t=1593393829403","epic",4450,"Self-cast will use Hurricane Pike on yourself.
Hurricane Pike doesn't interrupt the target's actions.
Will not work on a unit inside Chronosphere, Duel, or Black Hole.","[{'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '15'}, {'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '200'}, {'key': 'bonus_agility', 'header': 'BONUS AGILITY:', 'value': '20'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '15'}, {'key': 'base_attack_range', 'header': 'BASE ATTACK RANGE:', 'value': '150'}, {'key': 'push_length', 'header': 'PUSH LENGTH:', 'value': '600'}, {'key': 'enemy_length', 'header': 'ENEMY LENGTH:', 'value': '450'}, {'key': 'range_duration', 'header': 'RANGE DURATION:', 'value': '6'}, {'key': 'cast_range_enemy', 'header': 'CAST RANGE ENEMY:', 'value': '450'}, {'key': 'max_attacks', 'header': 'MAX ATTACKS:', 'value': '5'}, {'key': 'bonus_attack_speed', 'header': 'BONUS ATTACK SPEED:', 'value': '100'}, {'key': 'push_time', 'header': 'PUSH TIME:', 'value': '0.5'}, {'key': 'dizzy_duration', 'header': 'DIZZY DURATION:', 'value': '0'}, {'key': 'dizzy_distance_pct', 'header': 'DIZZY DISTANCE PCT:', 'value': '0'}]",150,19,"A legendary pike once held as royal sigil of the ancient wyvern riders.","['force_staff', 'dragon_lance']",True,False
265,"Infused Raindrops","Passive: Magical Damage Block Consumes a charge to block 120 magic damage from damage instances over 75 damage. 

Comes with 6 charges. When the charges are gone, the item disappears.","/apps/dota2/images/dota_react/items/infused_raindrop.png?t=1593393829403","component",225,"Uses at most one charge per damage instance.","[{'key': 'mana_regen', 'header': 'MANA REGEN:', 'value': '0.8'}, {'key': 'magic_damage_block', 'header': 'MAGIC DAMAGE BLOCK:', 'value': '120'}, {'key': 'min_damage', 'header': 'MIN DAMAGE:', 'value': '75'}, {'key': 'initial_charges', 'header': 'INITIAL CHARGES:', 'value': '6'}]",0,7,"Elemental protection from magical assaults.","None",False,6
267,"Spirit Vessel","Active: Soul Release When used against enemies, it reduces health by 4% of current health per second, and reduces HP regeneration, healing, lifesteal and spell lifesteal by 45%. Deals 35 damage per second. 

When used on allies, it provides 40 health regeneration per second. 

Lasts 8 seconds.  

Gains charges every time an enemy hero dies within 1400 units.  Only the closest Spirit Vessel to the dying hero will gain a charge.

Cast Range: 750","/apps/dota2/images/dota_react/items/spirit_vessel.png?t=1593393829403","rare",2780,"","[{'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '1.75'}, {'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '6'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '2'}, {'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '125'}, {'key': 'soul_radius', 'header': 'SOUL RADIUS:', 'value': '1400'}, {'key': 'soul_initial_charge', 'header': 'SOUL INITIAL CHARGE:', 'value': '2'}, {'key': 'soul_additional_charges', 'header': 'SOUL ADDITIONAL CHARGES:', 'value': '1'}, {'key': 'soul_heal_amount', 'header': 'SOUL HEAL AMOUNT:', 'value': '40'}, {'key': 'soul_damage_amount', 'header': 'SOUL DAMAGE AMOUNT:', 'value': '35'}, {'key': 'duration', 'header': 'DURATION:', 'value': '8.0'}, {'key': 'hp_regen_reduction_enemy', 'header': 'HP REGEN REDUCTION ENEMY:', 'value': '45'}, {'key': 'enemy_hp_drain', 'header': 'ENEMY HP DRAIN:', 'value': '4'}]",0,7,"","['urn_of_shadows', 'crown', 'fluffy_hat']",True,False
269,"Holy Locket","Active: Energy Charge Target an allied unit to instantly restore 17 health and mana per charge stored. 

Automatically gains a charge every 8 seconds and whenever a visible enemy within 1200 range uses an ability.","/apps/dota2/images/dota_react/items/holy_locket.png?t=1593393829403","rare",2350,"","[{'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '0'}, {'key': 'bonus_mana', 'header': 'BONUS MANA:', 'value': '0'}, {'key': 'heal_increase', 'header': 'HEAL INCREASE:', 'value': '30'}, {'key': 'max_charges', 'header': 'MAX CHARGES:', 'value': '20'}, {'key': 'charge_radius', 'header': 'CHARGE RADIUS:', 'value': '1200'}, {'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '9'}, {'key': 'restore_per_charge', 'header': 'RESTORE PER CHARGE:', 'value': '17'}, {'key': 'charge_gain_timer', 'header': 'CHARGE GAIN TIMER:', 'value': '10'}, {'key': 'use_cooldown', 'header': 'USE COOLDOWN:', 'value': '13'}]",0,0,"A prized relic long thought lost forever in a failed crusade.","['diadem', 'magic_wand']",True,1
269,"Holy Locket","Passive: Holy Blessing Amplifies heals you provide by 30%.","/apps/dota2/images/dota_react/items/holy_locket.png?t=1593393829403","rare",2350,"","[{'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '0'}, {'key': 'bonus_mana', 'header': 'BONUS MANA:', 'value': '0'}, {'key': 'heal_increase', 'header': 'HEAL INCREASE:', 'value': '30'}, {'key': 'max_charges', 'header': 'MAX CHARGES:', 'value': '20'}, {'key': 'charge_radius', 'header': 'CHARGE RADIUS:', 'value': '1200'}, {'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '9'}, {'key': 'restore_per_charge', 'header': 'RESTORE PER CHARGE:', 'value': '17'}, {'key': 'charge_gain_timer', 'header': 'CHARGE GAIN TIMER:', 'value': '10'}, {'key': 'use_cooldown', 'header': 'USE COOLDOWN:', 'value': '13'}]",0,0,"A prized relic long thought lost forever in a failed crusade.","['diadem', 'magic_wand']",True,1
271,"Aghanim's Blessing","Passive: Ability Upgrade Upgrades the ultimate, and some abilities, of all heroes.","/apps/dota2/images/dota_react/items/ultimate_scepter_2.png?t=1593393829403","rare",5800,"","[]",0,0,"The scepter of a wizard with demigod-like powers.","['ultimate_scepter']",True,False
286,"Flying Courier","Use: Upgrade Courier Upgrades your team's Animal Courier to a Flying Courier, granting it swift, unobstructed movement to carry items to and from your team's base. 

Requires a deployed Animal Courier.","/apps/dota2/images/dota_react/items/flying_courier.png?t=1593393829403","consumable",100,"","[]",0,0,"The faithful mount upon which soar the fortunes of battle.","None",False,False
288,"Grove Bow","Passive: Magic Amp Reduces magic resistance of the attacked enemy by 15%.","/apps/dota2/images/dota_react/items/grove_bow.png?t=1593393829403","",0,"","[{'key': 'attack_range_bonus', 'header': 'ATTACK RANGE BONUS:', 'value': '100'}, {'key': 'attack_speed_bonus', 'header': 'ATTACK SPEED BONUS:', 'value': '20'}, {'key': 'magic_resistance_reduction', 'header': 'MAGIC RESISTANCE REDUCTION:', 'value': '15'}, {'key': 'debuff_duration', 'header': 'DEBUFF DURATION:', 'value': '6'}]",0,0,"A gift from the moon goddess to one of her prized disciples many memories ago.","None",False,False
289,"Quickening Charm","Passive: Cooldown Reduction Reduces the cooldown time of all spells and items.","/apps/dota2/images/dota_react/items/quickening_charm.png?t=1593393829403","",0,"","[{'key': 'bonus_cooldown', 'header': 'BONUS COOLDOWN:', 'value': '10'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '10'}]",0,0,"An evergreen amulet of druidic origins.","None",False,False
291,"Force Boots","Passive: Speed Unlock Completely removes the speed limit for the wearer ","/apps/dota2/images/dota_react/items/force_boots.png?t=1593393829403","",0,"","[{'key': 'bonus_movement_speed', 'header': 'BONUS MOVEMENT SPEED:', 'value': '115'}, {'key': 'push_length', 'header': 'PUSH LENGTH:', 'value': '750'}, {'key': 'push_duration', 'header': 'PUSH DURATION:', 'value': '0.5'}, {'key': 'hp_regen', 'header': 'HP REGEN:', 'value': '30'}]",75,8,"Elusive marvels never successfully studied for proper classification in the archives.","None",False,False
291,"Force Boots","Active: Force Dispels the user and pushes them 750 units in the direction they are facing.

Dispel Type: Basic Dispel ","/apps/dota2/images/dota_react/items/force_boots.png?t=1593393829403","",0,"","[{'key': 'bonus_movement_speed', 'header': 'BONUS MOVEMENT SPEED:', 'value': '115'}, {'key': 'push_length', 'header': 'PUSH LENGTH:', 'value': '750'}, {'key': 'push_duration', 'header': 'PUSH DURATION:', 'value': '0.5'}, {'key': 'hp_regen', 'header': 'HP REGEN:', 'value': '30'}]",75,8,"Elusive marvels never successfully studied for proper classification in the archives.","None",False,False
291,"Force Boots","Movement speed bonuses from multiple pairs of boots do not stack.","/apps/dota2/images/dota_react/items/force_boots.png?t=1593393829403","",0,"","[{'key': 'bonus_movement_speed', 'header': 'BONUS MOVEMENT SPEED:', 'value': '115'}, {'key': 'push_length', 'header': 'PUSH LENGTH:', 'value': '750'}, {'key': 'push_duration', 'header': 'PUSH DURATION:', 'value': '0.5'}, {'key': 'hp_regen', 'header': 'HP REGEN:', 'value': '30'}]",75,8,"Elusive marvels never successfully studied for proper classification in the archives.","None",False,False
292,"Stygian Desolator","Passive: Greater Corruption Your attacks reduce the target's armor by -10 for 7 seconds.","/apps/dota2/images/dota_react/items/desolator_2.png?t=1593393829403","",0,"Armor reduction works on buildings.","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '60'}, {'key': 'corruption_armor', 'header': 'CORRUPTION ARMOR:', 'value': '-10'}, {'key': 'corruption_duration', 'header': 'CORRUPTION DURATION:', 'value': '7.0'}]",0,0,"The original demonic favorite that served as basis for the beloved mortal design.","None",False,False
293,"Phoenix Ash","Passive: Rebirth Lethal damage is prevented and instead the wearer is healed to half health and non-ultimate ability cooldowns reset. Gets consumed on trigger.","/apps/dota2/images/dota_react/items/phoenix_ash.png?t=1593393829403","",0,"","[{'key': 'health_pct', 'header': 'HEALTH PCT:', 'value': '50'}]",0,0,"","None",False,1
294,"Seer Stone","Active: Reveal Reveal a target 800 area of the map for 6 seconds.","/apps/dota2/images/dota_react/items/seer_stone.png?t=1593393829403","",0,"","[{'key': 'cast_range_bonus', 'header': 'CAST RANGE BONUS:', 'value': '350'}, {'key': 'vision_bonus', 'header': 'VISION BONUS:', 'value': '350'}, {'key': 'mana_regen', 'header': 'MANA REGEN:', 'value': '10'}, {'key': 'radius', 'header': 'RADIUS:', 'value': '800'}, {'key': 'duration', 'header': 'DURATION:', 'value': '6'}]",0,60,"The curious creation of a wizard who professed to hail from another time.","None",False,False
295,"Greater Mango","Consume Unbelievably Good Mango Overwhelms your hero, causing you to die. However, when you respawn, you will have all talents on both sides skilled.","/apps/dota2/images/dota_react/items/greater_mango.png?t=1593393829403","",0,"","[]",0,0,"","None",False,False
298,"Craggy Coat","Active: Toughen Up Grants you an extra 12 bonus armor at the cost of -30 movement speed. Lasts 8 seconds.","/apps/dota2/images/dota_react/items/craggy_coat.png?t=1593393829403","",0,"","[{'key': 'armor_bonus', 'header': 'ARMOR BONUS:', 'value': '6'}, {'key': 'move_speed', 'header': 'MOVE SPEED:', 'value': '30'}, {'key': 'active_armor', 'header': 'ACTIVE ARMOR:', 'value': '12'}, {'key': 'active_duration', 'header': 'ACTIVE DURATION:', 'value': '8'}, {'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '150'}]",0,12,"","None",False,False
299,"Greater Faerie Fire","Use: Imbue Instantly restores 250 health.","/apps/dota2/images/dota_react/items/greater_faerie_fire.png?t=1593393829403","consumable",0,"","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '20'}, {'key': 'hp_restore', 'header': 'HP RESTORE:', 'value': '250'}]",0,10,"","None",False,3
300,"Timeless Relic","Increases all outgoing spell damage and debuff duration.","/apps/dota2/images/dota_react/items/timeless_relic.png?t=1593393829403","",0,"","[{'key': 'debuff_amp', 'header': 'DEBUFF AMP:', 'value': '20'}, {'key': 'spell_amp', 'header': 'SPELL AMP:', 'value': '15'}]",0,0,"An unmarred discovery from the excavated ruins of an ancient wizard's academy.","None",False,False
301,"Mirror Shield","Passive: Echo Shield Block and reflect most targeted spells back to their caster once every 12 seconds.","/apps/dota2/images/dota_react/items/mirror_shield.png?t=1593393829403","",0,"","[{'key': 'reflect_chance', 'header': 'REFLECT CHANCE:', 'value': '75'}, {'key': 'all_stats', 'header': 'ALL STATS:', 'value': '10'}, {'key': 'block_cooldown', 'header': 'BLOCK COOLDOWN:', 'value': '12.0'}]",0,0,"The shield that long ago robbed the old one of his first memories.","None",False,False
302,"Elixir","Use: Consume Restores 500 health and 250 mana to the target over 6 seconds.

If the unit is attacked by an enemy hero or Roshan, the effect is lost.

Range: 250","/apps/dota2/images/dota_react/items/elixer.png?t=1593393829403","",0,"","[{'key': 'health', 'header': 'HEALTH:', 'value': '500'}, {'key': 'mana', 'header': 'MANA:', 'value': '250'}, {'key': 'duration', 'header': 'DURATION:', 'value': '6'}]",0,0,"","None",False,3
304,"Ironwood Tree","Use: Plant Tree Targets the ground to plant a happy little tree that lasts for 20 seconds.

Range: 800","/apps/dota2/images/dota_react/items/ironwood_tree.png?t=1593393829403","",0,"","[{'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '6'}, {'key': 'tree_duration', 'header': 'TREE DURATION:', 'value': '20'}]",0,15,"Precious. And hearty as a weed.","None",False,False
305,"Royal Jelly","Active: Consume Consumes all charges and grants a target allied unit a buff that provides +2 Health Regen and +1 Mana Regen per charge for 10s. 

If the unit is attacked by an enemy hero or Roshan, the effect is lost.","/apps/dota2/images/dota_react/items/royal_jelly.png?t=1593393829403","consumable",0,"","[{'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '50'}, {'key': 'bonus_mana', 'header': 'BONUS MANA:', 'value': '50'}, {'key': 'max_charges', 'header': 'MAX CHARGES:', 'value': '10'}, {'key': 'use_cooldown', 'header': 'USE COOLDOWN:', 'value': '12'}, {'key': 'health_regen', 'header': 'HEALTH REGEN:', 'value': '2.0'}, {'key': 'mana_regen', 'header': 'MANA REGEN:', 'value': '1.0'}, {'key': 'regen_duration', 'header': 'REGEN DURATION:', 'value': '10'}]",0,0,"To those who harvest olgru jelly, success serves more than mere profit--it's often the means to survival--for only the jelly itself can cure the ravages that follow a sting from the vigilant denizens of the giant hives.","None",False,5
